"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
35,67538,3537008,San Benito,San Benito High,San Benito High,671,246,36.66,NA,468,481,464,1413,88,35.77,NA,NA
35,75259,3530060,San Benito,Aromas/San Juan Unified,Anzar High,98,45,45.92,NA,517,519,507,1544,30,66.67,NA,NA
36,10363,0107466,San Bernardino,San Bernardino County Office o,Community School/Independent Alternative,85,,.,NA,,,,,,,NA,NA
36,10363,0123364,San Bernardino,San Bernardino County Office o,Bob Murphy County Community Day,29,,.,NA,,,,,,,NA,NA
36,10363,0123372,San Bernardino,San Bernardino County Office o,High Desert Juvenile Detention and Asses,33,,.,NA,,,,,,,NA,NA
36,10363,3630431,San Bernardino,San Bernardino County Office o,San Bernardino County Juvenile Detention,88,,.,NA,,,,,,,NA,NA
36,10363,3630969,San Bernardino,San Bernardino County Office o,Desert Mountain Community Day,36,,.,NA,,,,,,,NA,NA
36,10363,3630977,San Bernardino,San Bernardino County Office o,East Valley Community Day,34,,.,NA,,,,,,,NA,NA
36,10363,3630985,San Bernardino,San Bernardino County Office o,West End Community Day,51,,.,NA,,,,,,,NA,NA
36,10363,6069348,San Bernardino,San Bernardino County Office o,San Bernardino County Special Education,107,,.,NA,,,,,,,NA,NA
36,67587,0120592,San Bernardino,Adelanto Elementary,Alta Vista Public,38,,.,NA,,,,,,,NA,NA
36,67611,3630712,San Bernardino,Barstow Unified,Central High (Continuation),193,2,1.04,NA,,,,,,,NA,NA
36,67611,3630803,San Bernardino,Barstow Unified,Barstow High,274,97,35.40,NA,461,457,443,1361,23,23.71,NA,NA
36,67637,3630290,San Bernardino,Bear Valley Unified,Chautauqua High (Continuation),47,1,2.13,NA,,,,,,,NA,NA
36,67637,3631066,San Bernardino,Bear Valley Unified,Big Bear High,202,66,32.67,NA,512,533,506,1550,40,60.61,NA,NA
36,67652,3630225,San Bernardino,Chaffey Joint Union High,Alta Loma High,592,214,36.15,NA,507,524,504,1535,119,55.61,NA,NA
36,67652,3630373,San Bernardino,Chaffey Joint Union High,Etiwanda High,765,367,47.97,NA,484,499,479,1462,144,39.24,NA,NA
36,67652,3630571,San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High,717,326,45.47,NA,499,526,492,1517,162,49.69,NA,NA
36,67652,3630845,San Bernardino,Chaffey Joint Union High,Chaffey Community Day,6,,.,NA,,,,,,,NA,NA
36,67652,3631058,San Bernardino,Chaffey Joint Union High,Los Osos High,843,514,60.97,NA,504,536,504,1545,270,52.53,NA,NA
36,67652,3631157,San Bernardino,Chaffey Joint Union High,Colony High,510,163,31.96,NA,458,477,465,1400,54,33.13,NA,NA
36,67652,3632205,San Bernardino,Chaffey Joint Union High,Chaffey High,866,194,22.40,NA,468,477,466,1411,68,35.05,NA,NA
36,67652,3633906,San Bernardino,Chaffey Joint Union High,Montclair High,710,237,33.38,NA,425,467,435,1326,58,24.47,NA,NA
36,67652,3634482,San Bernardino,Chaffey Joint Union High,Ontario High,699,180,25.75,NA,462,488,454,1405,62,34.44,NA,NA
36,67652,3637659,San Bernardino,Chaffey Joint Union High,Valley View High (Continuation),529,3,0.57,NA,,,,,,,NA,NA
36,67678,3630035,San Bernardino,Chino Valley Unified,Don Antonio Lugo High,572,181,31.64,NA,477,481,470,1428,66,36.46,NA,NA
36,67678,3630522,San Bernardino,Chino Valley Unified,Ruben S. Ayala High,632,396,62.66,NA,509,539,507,1555,226,57.07,NA,NA
36,67678,3631017,San Bernardino,Chino Valley Unified,Chino Hills High,696,402,57.76,NA,506,535,510,1550,229,56.97,NA,NA
36,67678,3631181,San Bernardino,Chino Valley Unified,Chino Valley Learning Academy,10,,.,NA,,,,,,,NA,NA
36,67678,3631587,San Bernardino,Chino Valley Unified,Boys Republic High,51,1,1.96,NA,,,,,,,NA,NA
36,67678,3631769,San Bernardino,Chino Valley Unified,Buena Vista Continuation High,159,,.,NA,,,,,,,NA,NA
36,67678,3632502,San Bernardino,Chino Valley Unified,Chino High,619,231,37.32,NA,466,473,458,1397,78,33.77,NA,NA
36,67686,3630399,San Bernardino,Colton Joint Unified,Washington High,89,,.,NA,,,,,,,NA,NA
36,67686,3631322,San Bernardino,Colton Joint Unified,Bloomington High,624,205,32.85,NA,437,452,438,1327,39,19.02,NA,NA
36,67686,3632742,San Bernardino,Colton Joint Unified,Colton High,689,182,26.42,NA,446,444,441,1331,43,23.63,NA,NA
36,67686,3636131,San Bernardino,Colton Joint Unified,Slover Mountain High (Continuation),211,,.,NA,,,,,,,NA,NA
36,67710,0108191,San Bernardino,Fontana Unified,Summit High,648,255,39.35,NA,457,457,442,1356,76,29.80,NA,NA
36,67710,0118786,San Bernardino,Fontana Unified,Fontana Alternative Learning Center,7,,.,NA,,,,,,,NA,NA
36,67710,0120758,San Bernardino,Fontana Unified,Jurupa Hills High,2,,.,NA,,,,,,,NA,NA
36,67710,3630019,San Bernardino,Fontana Unified,Birch High (Continuation),211,1,0.47,NA,,,,,,,NA,NA
36,67710,3630480,San Bernardino,Fontana Unified,Citrus High (Continuation),306,,.,NA,,,,,,,NA,NA
36,67710,3630555,San Bernardino,Fontana Unified,Fontana A. B. Miller High,589,188,31.92,NA,432,433,423,1288,31,16.49,NA,NA
36,67710,3630902,San Bernardino,Fontana Unified,Henry J. Kaiser High,574,224,39.02,NA,442,465,444,1351,61,27.23,NA,NA
36,67710,3633302,San Bernardino,Fontana Unified,Fontana High,863,215,24.91,NA,428,458,439,1325,44,20.47,NA,NA
36,67736,0116723,San Bernardino,Helendale Elementary,Academy of Careers and Exploration,21,7,33.33,NA,,,,,,,NA,NA
36,67777,3630209,San Bernardino,Morongo Unified,Monument Alternative/Continuation,51,,.,NA,,,,,,,NA,NA
36,67777,3630217,San Bernardino,Morongo Unified,Sky Alternative/Continuation,72,,.,NA,,,,,,,NA,NA
36,67777,3636743,San Bernardino,Morongo Unified,Twentynine Palms High,174,48,27.59,NA,520,536,499,1555,28,58.33,NA,NA
36,67777,3638616,San Bernardino,Morongo Unified,Yucca Valley High,355,65,18.31,NA,519,514,511,1544,36,55.38,NA,NA
36,67777,6106579,San Bernardino,Morongo Unified,La Contenta Junior High,1,,.,NA,,,,,,,NA,NA
36,67801,3630266,San Bernardino,Needles Unified,Educational Training Center,5,,.,NA,,,,,,,NA,NA
36,67801,3634169,San Bernardino,Needles Unified,Needles High,63,23,36.51,NA,486,487,452,1425,9,39.13,NA,NA
36,67827,0111807,San Bernardino,Oro Grande Elementary,Mojave River Academy,417,3,0.72,NA,,,,,,,NA,NA
36,67827,0113928,San Bernardino,Oro Grande Elementary,Riverside Preparatory,55,30,54.55,NA,453,485,433,1370,9,30.00,NA,NA
36,67843,0118802,San Bernardino,Redlands Unified,Citrus Valley High,16,,.,NA,,,,,,,NA,NA
36,67843,3630779,San Bernardino,Redlands Unified,Redlands East Valley High,840,384,45.71,NA,504,515,497,1517,201,52.34,NA,NA
36,67843,3630928,San Bernardino,Redlands Unified,Grove,39,27,69.23,NA,505,493,506,1504,12,44.44,NA,NA
36,67843,3634995,San Bernardino,Redlands Unified,Orangewood High (Continuation),241,,.,NA,,,,,,,NA,NA
36,67843,3635042,San Bernardino,Redlands Unified,Redlands Senior High,772,319,41.32,NA,504,518,505,1527,169,52.98,NA,NA
36,67850,0102095,San Bernardino,Rialto Unified,Rialto Community Day,1,,.,NA,,,,,,,NA,NA
36,67850,0102830,San Bernardino,Rialto Unified,Wilmer Amina Carter High,579,210,36.27,NA,435,443,451,1329,51,24.29,NA,NA
36,67850,3630159,San Bernardino,Rialto Unified,Milor Continuation High,331,,.,NA,,,,,,,NA,NA
36,67850,3630530,San Bernardino,Rialto Unified,Zupanic High,127,1,0.79,NA,,,,,,,NA,NA
36,67850,3630597,San Bernardino,Rialto Unified,Rialto High,664,240,36.14,NA,435,439,429,1303,46,19.17,NA,NA
36,67850,3633005,San Bernardino,Rialto Unified,Eisenhower Senior High,556,154,27.70,NA,426,452,421,1299,34,22.08,NA,NA
36,67868,3630241,San Bernardino,Rim of the World Unified,Mountain High,109,,.,NA,,,,,,,NA,NA
36,67868,3635265,San Bernardino,Rim of the World Unified,Rim of the World Senior High,315,124,39.37,NA,516,523,504,1543,72,58.06,NA,NA
36,67876,0107730,San Bernardino,San Bernardino City Unified,ASA Charter,12,,.,NA,,,,,,,NA,NA
36,67876,0109850,San Bernardino,San Bernardino City Unified,Public Safety Academy,27,19,70.37,NA,422,377,422,1221,2,10.53,NA,NA
36,67876,0114405,San Bernardino,San Bernardino City Unified,"Casa Ramona Academy for Technology, Comm",15,10,66.67,NA,,,,,,,NA,NA
36,67876,0120568,San Bernardino,San Bernardino City Unified,Options for Youth-San Bernardino,48,2,4.17,NA,,,,,,,NA,NA
36,67876,0120691,San Bernardino,San Bernardino City Unified,Crown Ridge Academy,19,,.,NA,,,,,,,NA,NA
36,67876,0122572,San Bernardino,San Bernardino City Unified,Carden Virtual Academy,7,,.,NA,,,,,,,NA,NA
36,67876,3630308,San Bernardino,San Bernardino City Unified,San Andreas High,527,,.,NA,,,,,,,NA,NA
36,67876,3630548,San Bernardino,San Bernardino City Unified,Alternative Learning Center,29,,.,NA,,,,,,,NA,NA
36,67876,3630993,San Bernardino,San Bernardino City Unified,Provisional Accelerated Learning Academy,145,,.,NA,,,,,,,NA,NA
36,67876,3631082,San Bernardino,San Bernardino City Unified,Arroyo Valley High,625,231,36.96,NA,423,429,419,1272,43,18.61,NA,NA
36,67876,3631090,San Bernardino,San Bernardino City Unified,Middle College High,50,45,90.00,NA,469,478,464,1411,15,33.33,NA,NA
36,67876,3632221,San Bernardino,San Bernardino City Unified,Cajon High,624,282,45.19,NA,471,478,458,1408,100,35.46,NA,NA
36,67876,3632809,San Bernardino,San Bernardino City Unified,Sierra High,425,,.,NA,,,,,,,NA,NA
36,67876,3634680,San Bernardino,San Bernardino City Unified,Pacific High,439,149,33.94,NA,392,404,400,1197,9,6.04,NA,NA
36,67876,3635844,San Bernardino,San Bernardino City Unified,San Bernardino High,495,142,28.69,NA,410,430,416,1257,20,14.08,NA,NA
36,67876,3636081,San Bernardino,San Bernardino City Unified,San Gorgonio High,613,192,31.32,NA,455,472,457,1385,65,33.85,NA,NA
36,67876,6036990,San Bernardino,San Bernardino City Unified,Anderson,67,,.,NA,,,,,,,NA,NA
36,67892,0110296,San Bernardino,Trona Joint Unified,Trona Community Day,2,,.,NA,,,,,,,NA,NA
36,67892,3636487,San Bernardino,Trona Joint Unified,Trona High,17,4,23.53,NA,,,,,,,NA,NA
36,67934,0105833,San Bernardino,Victor Valley Union High,High Desert Academy of Applied Arts and,19,,.,NA,,,,,,,NA,NA
36,67934,0106039,San Bernardino,Victor Valley Union High,Victor Valley Home Academy,132,2,1.52,NA,,,,,,,NA,NA
36,67934,0110064,San Bernardino,Victor Valley Union High,University Preparatory,122,95,77.87,NA,468,471,464,1403,33,34.74,NA,NA
36,67934,0120857,San Bernardino,Victor Valley Union High,Goodwill Success Program,3,,.,NA,,,,,,,NA,NA
36,67934,3630100,San Bernardino,Victor Valley Union High,Goodwill High,378,,.,NA,,,,,,,NA,NA
36,67934,3630670,San Bernardino,Victor Valley Union High,Options for Youth-Victorville Charter,273,2,0.73,NA,,,,,,,NA,NA
36,67934,3630761,San Bernardino,Victor Valley Union High,Excelsior Education Center,248,52,20.97,NA,486,460,464,1410,19,36.54,NA,NA
36,67934,3630787,San Bernardino,Victor Valley Union High,Silverado High,850,220,25.88,NA,440,448,444,1332,52,23.64,NA,NA
36,67934,3638012,San Bernardino,Victor Valley Union High,Victor Valley High,529,132,24.95,NA,457,465,449,1372,32,24.24,NA,NA
36,67959,0101410,San Bernardino,Yucaipa-Calimesa Joint Unified,Oak View High School & Education Center,41,,.,NA,,,,,,,NA,NA
36,67959,0101816,San Bernardino,Yucaipa-Calimesa Joint Unified,Green Valley Independent Study,18,,.,NA,,,,,,,NA,NA
36,67959,3633351,San Bernardino,Yucaipa-Calimesa Joint Unified,Green Valley High,86,2,2.33,NA,,,,,,,NA,NA
36,67959,3638509,San Bernardino,Yucaipa-Calimesa Joint Unified,Yucaipa High,640,240,37.50,NA,499,509,493,1501,121,50.42,NA,NA
36,73858,3630076,San Bernardino,Baker Valley Unified,Baker High,10,4,40.00,NA,,,,,,,NA,NA
36,73890,0118109,San Bernardino,Silver Valley Unified,Silver Valley Community Day,1,,.,NA,,,,,,,NA,NA
36,73890,3630274,San Bernardino,Silver Valley Unified,Silver Valley High,90,19,21.11,NA,507,492,468,1466,7,36.84,NA,NA
36,73890,3630282,San Bernardino,Silver Valley Unified,Calico Continuation High,12,,.,NA,,,,,,,NA,NA
36,73890,3631199,San Bernardino,Silver Valley Unified,Silver Valley Academy,10,1,10.00,NA,,,,,,,NA,NA
36,73957,3630233,San Bernardino,Snowline Joint Unified,Serrano High,482,174,36.10,NA,508,520,507,1535,97,55.75,NA,NA
36,73957,3630365,San Bernardino,Snowline Joint Unified,Chaparral High,142,4,2.82,NA,,,,,,,NA,NA
36,73957,3630589,San Bernardino,Snowline Joint Unified,Desert View Independent,29,,.,NA,,,,,,,NA,NA
36,73957,3631108,San Bernardino,Snowline Joint Unified,Eagle Summit Community Day,4,,.,NA,,,,,,,NA,NA
36,73957,6112924,San Bernardino,Snowline Joint Unified,Heritage,1,,.,NA,,,,,,,NA,NA
36,75044,0107516,San Bernardino,Hesperia Unified,Summit Leadership Academy-High Desert,37,26,70.27,NA,420,425,422,1267,2,7.69,NA,NA
36,75044,0114389,San Bernardino,Hesperia Unified,Mirus Secondary,34,,.,NA,,,,,,,NA,NA
36,75044,0115444,San Bernardino,Hesperia Unified,Canyon Ridge High,129,,.,NA,,,,,,,NA,NA
36,75044,0116707,San Bernardino,Hesperia Unified,Encore High for the Performing and Visua,61,20,32.79,NA,485,488,465,1438,7,35.00,NA,NA
36,75044,0119115,San Bernardino,Hesperia Unified,Oak Hills High,448,143,31.92,NA,445,456,440,1342,40,27.97,NA,NA
36,75044,3630407,San Bernardino,Hesperia Unified,Hesperia High,394,134,34.01,NA,471,471,463,1406,51,38.06,NA,NA
36,75044,3630472,San Bernardino,Hesperia Unified,Mojave High,228,,.,NA,,,,,,,NA,NA
36,75044,3630746,San Bernardino,Hesperia Unified,Sultana High,491,173,35.23,NA,461,458,455,1373,43,24.86,NA,NA
36,75044,3630811,San Bernardino,Hesperia Unified,Shadow Ridge,41,1,2.44,NA,,,,,,,NA,NA
36,75044,3630944,San Bernardino,Hesperia Unified,Hesperia Community Day,2,,.,NA,,,,,,,NA,NA
36,75044,3631132,San Bernardino,Hesperia Unified,Crosswalk: Hesperia Experiential Learnin,19,3,15.79,NA,,,,,,,NA,NA
36,75051,0115089,San Bernardino,Lucerne Valley Unified,Sky Mountain Charter,24,9,37.50,NA,,,,,,,NA,NA
36,75051,3630563,San Bernardino,Lucerne Valley Unified,Lucerne Valley High,67,22,32.84,NA,447,438,461,1346,4,18.18,NA,NA
36,75051,3630696,San Bernardino,Lucerne Valley Unified,Mountain View High,19,,.,NA,,,,,,,NA,NA
36,75051,3630795,San Bernardino,Lucerne Valley Unified,Lucerne Valley Community Day,4,,.,NA,,,,,,,NA,NA
36,75069,3630456,San Bernardino,Upland Unified,Hillside High,126,,.,NA,,,,,,,NA,NA
36,75069,3637584,San Bernardino,Upland Unified,Upland High,855,336,39.30,NA,512,542,510,1564,194,57.74,NA,NA
36,75069,6113427,San Bernardino,Upland Unified,Options for Youth - Upland,421,5,1.19,NA,,,,,,,NA,NA
36,75077,3630423,San Bernardino,Apple Valley Unified,Apple Valley High,463,127,27.43,NA,484,467,476,1427,53,41.73,NA,NA
36,75077,3630464,San Bernardino,Apple Valley Unified,Willow Park High,81,1,1.23,NA,,,,,,,NA,NA
36,75077,3630894,San Bernardino,Apple Valley Unified,Granite Hills High,461,140,30.37,NA,504,503,493,1500,58,41.43,NA,NA
36,75077,3631009,San Bernardino,Apple Valley Unified,High Desert Premier Academy,228,,.,NA,,,,,,,NA,NA
36,75077,3631207,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,101,57,56.44,NA,527,495,502,1524,33,57.89,NA,NA
37,10371,0115915,San Diego,San Diego County Office of Edu,East Region Community,72,,.,NA,,,,,,,NA,NA
37,10371,0115923,San Diego,San Diego County Office of Edu,South Region Community,102,,.,NA,,,,,,,NA,NA
37,10371,0115931,San Diego,San Diego County Office of Edu,Hope Region Community,4,,.,NA,,,,,,,NA,NA
37,10371,0115949,San Diego,San Diego County Office of Edu,Metro Region Community,267,,.,NA,,,,,,,NA,NA
37,10371,0115956,San Diego,San Diego County Office of Edu,North Region Community,69,,.,NA,,,,,,,NA,NA
37,10371,0115964,San Diego,San Diego County Office of Edu,Mountain Region Court,64,,.,NA,,,,,,,NA,NA
37,10371,0115972,San Diego,San Diego County Office of Edu,Mesa Region Court,101,,.,NA,,,,,,,NA,NA
37,10371,0115998,San Diego,San Diego County Office of Edu,San Pasqual Academy,41,10,24.39,NA,,,,,,,NA,NA
37,10371,0116012,San Diego,San Diego County Office of Edu,Metro Region Court,2,,.,NA,,,,,,,NA,NA
37,10371,0116020,San Diego,San Diego County Office of Edu,East Region Court,6,,.,NA,,,,,,,NA,NA
37,10371,0116038,San Diego,San Diego County Office of Edu,North Region Court,6,,.,NA,,,,,,,NA,NA
37,10371,1996545,San Diego,San Diego County Office of Edu,Discovery Hills and Valley,5,,.,NA,,,,,,,NA,NA
37,10371,6069355,San Diego,San Diego County Office of Edu,San Diego County Special Education,4,,.,NA,,,,,,,NA,NA
37,67983,0117887,San Diego,Borrego Springs Unified,Juan Bautista de Anza,23,,.,NA,,,,,,,NA,NA
37,67983,3730447,San Diego,Borrego Springs Unified,Borrego Springs High,29,16,55.17,NA,426,403,434,1263,4,25.00,NA,NA
37,67983,3731098,San Diego,Borrego Springs Unified,Palm Canyon Continuation High,2,,.,NA,,,,,,,NA,NA
37,68031,3731122,San Diego,Coronado Unified,Palm Academy for Learning,9,,.,NA,,,,,,,NA,NA
37,68031,3731478,San Diego,Coronado Unified,Coronado High,293,245,83.62,NA,560,564,551,1675,192,78.37,NA,NA
37,68049,0119990,San Diego,Dehesa Elementary,Diego Hills Charter,23,,.,NA,,,,,,,NA,NA
37,68049,6119564,San Diego,Dehesa Elementary,Dehesa Charter,56,12,21.43,NA,613,513,575,1701,10,83.33,NA,NA
37,68106,0111195,San Diego,Escondido Union High,Classical Academy High,75,36,48.00,NA,581,552,541,1674,29,80.56,NA,NA
37,68106,3730058,San Diego,Escondido Union High,San Pasqual High,566,276,48.76,NA,529,539,524,1592,168,60.87,NA,NA
37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,221,102,46.15,NA,532,538,517,1587,59,57.84,NA,NA
37,68106,3732054,San Diego,Escondido Union High,Valley High (Continuation),257,,.,NA,,,,,,,NA,NA
37,68106,3732062,San Diego,Escondido Union High,Escondido High,636,236,37.11,NA,493,503,483,1479,104,44.07,NA,NA
37,68106,3735313,San Diego,Escondido Union High,Orange Glen High,494,160,32.39,NA,452,462,447,1361,46,28.75,NA,NA
37,68122,3730967,San Diego,Fallbrook Union High,Oasis High (Alternative),35,1,2.86,NA,,,,,,,NA,NA
37,68122,3732179,San Diego,Fallbrook Union High,Fallbrook High,654,266,40.67,NA,505,516,500,1521,133,50.00,NA,NA
37,68122,3732195,San Diego,Fallbrook Union High,Ivy High (Continuation),53,1,1.89,NA,,,,,,,NA,NA
37,68130,0100313,San Diego,Grossmont Union High,Gateway West Community Day,8,,.,NA,,,,,,,NA,NA
37,68130,3730066,San Diego,Grossmont Union High,Valhalla High,577,245,42.46,NA,530,541,528,1599,157,64.08,NA,NA
37,68130,3730702,San Diego,Grossmont Union High,West Hills High,535,216,40.37,NA,508,525,492,1525,110,50.93,NA,NA
37,68130,3731262,San Diego,Grossmont Union High,Steele Canyon High,505,247,48.91,NA,499,504,491,1493,121,48.99,NA,NA
37,68130,3731270,San Diego,Grossmont Union High,Gateway Community Day,3,,.,NA,,,,,,,NA,NA
37,68130,3731486,San Diego,Grossmont Union High,Viking Center,32,,.,NA,,,,,,,NA,NA
37,68130,3731494,San Diego,Grossmont Union High,Work Training Center,43,,.,NA,,,,,,,NA,NA
37,68130,3731536,San Diego,Grossmont Union High,Grossmont Middle College High,39,44,E,NA,521,510,518,1549,24,54.55,NA,NA
37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,662,151,22.81,NA,413,435,416,1264,19,12.58,NA,NA
37,68130,3731809,San Diego,Grossmont Union High,El Capitan High,437,119,27.23,NA,503,513,495,1511,67,56.30,NA,NA
37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,654,206,31.50,NA,503,522,491,1516,110,53.40,NA,NA
37,68130,3732559,San Diego,Grossmont Union High,Chaparral High,116,,.,NA,,,,,,,NA,NA
37,68130,3732625,San Diego,Grossmont Union High,Grossmont High,636,200,31.45,NA,499,514,494,1506,107,53.50,NA,NA
37,68130,3732732,San Diego,Grossmont Union High,Helix High,526,323,61.41,NA,480,485,478,1442,130,40.25,NA,NA
37,68130,3734548,San Diego,Grossmont Union High,Monte Vista High,553,133,24.05,NA,459,482,451,1393,38,28.57,NA,NA
37,68130,3734761,San Diego,Grossmont Union High,Mount Miguel High,479,119,24.84,NA,427,445,427,1299,27,22.69,NA,NA
37,68130,3737905,San Diego,Grossmont Union High,Santana High,455,125,27.47,NA,512,535,522,1569,71,56.80,NA,NA
37,68130,3738077,San Diego,Grossmont Union High,Grossmont Union High Special Education P,37,,.,NA,,,,,,,NA,NA
37,68130,3739000,San Diego,Grossmont Union High,Phoenix High,90,,.,NA,,,,,,,NA,NA
37,68155,6117303,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,34,4,11.76,NA,,,,,,,NA,NA
37,68163,3731239,San Diego,Julian Union Elementary,Julian Charter,187,40,21.39,NA,532,492,510,1534,20,50.00,NA,NA
37,68171,3730835,San Diego,Julian Union High,Redding (Ray) High (Continuation),2,,.,NA,,,,,,,NA,NA
37,68171,3733219,San Diego,Julian Union High,Julian High,45,13,28.89,NA,573,525,518,1615,10,76.92,NA,NA
37,68189,0102228,San Diego,Lakeside Union Elementary,East County Academy of Learning,11,,.,NA,,,,,,,NA,NA
37,68189,0118323,San Diego,Lakeside Union Elementary,National University Academy,206,1,0.49,NA,,,,,,,NA,NA
37,68189,3731072,San Diego,Lakeside Union Elementary,River Valley Charter,26,17,65.38,NA,582,572,562,1716,16,94.12,NA,NA
37,68213,0119263,San Diego,Mountain Empire Unified,Kaplan Academy of California - San Diego,119,1,0.84,NA,,,,,,,NA,NA
37,68213,0119560,San Diego,Mountain Empire Unified,San Diego Neighborhood Homeschools,3,,.,NA,,,,,,,NA,NA
37,68213,0120253,San Diego,Mountain Empire Unified,Mountain Peak Charter,3,,.,NA,,,,,,,NA,NA
37,68213,0123240,San Diego,Mountain Empire Unified,Pivot Charter School - San Diego,14,,.,NA,,,,,,,NA,NA
37,68213,3730934,San Diego,Mountain Empire Unified,Campo High (Continuation),12,,.,NA,,,,,,,NA,NA
